skillID,commonName,commonValue
2101005,damage,130+5*x
2101005,mobCount,6
2101005,prop,100
2101005,dot,20+2*x
2101005,dotInterval,1
2101005,range,420
2101005,dotTime,6+d(x/4)
2101001,maxLevel,20
2101001,mpCon,10+d(x/3)
2101001,time,20+8*x
2101001,indieMad,10+x
2101010,maxLevel,10
2101010,damage,60+5*x
2101010,subTime,1500
2101010,time,4+d(x/4)
2101010,prop,10+4*x
2101010,mobCount,8
2100010,maxLevel,10
2100010,damage,60+5*x
2100010,subTime,1500
2100010,time,4+d(x/4)
2100010,prop,10+4*x
2100010,mobCount,8
2100000,maxLevel,10
2100000,prop,2*x
2100000,x,x
2111002,maxLevel,20
2111002,mpCon,40+4*d(x/5)
2111002,damage,245+8*x
2111002,attackCount,2
2111002,mobCount,8
2110001,mpCon,10+2*d(x/5)
2110001,maxLevel,10
2110001,costmpR,5*x
2110001,damR,5*x
2110000,maxLevel,10
2110000,x,5+d(x/2)
2110000,z,2*x
2121006,maxLevel,30
2121006,mpCon,16+6*d(x/7)
2121006,damage,141+4*x
2121006,attackCount,6
2121006,dot,120+2*x
2121006,dotTime,4+d(x/5)
2121006,dotInterval,1
2121006,prop,100
2121006,time,4+d(x/5)
2121006,x,0
2121006,mobCount,8
2121006,hcTime,u(x/15)
2121006,hcProp,u(x/6)
2121007,maxLevel,30
2121007,mpCon,360-x*2
2121007,mobCount,15
2121007,damage,635+10*x
2121007,cooltime,45
2121007,attackCount,4
2121007,prop,2*x
2121007,x,100+4*x
2121007,hcCooltime,60-2*d(x/2)
2121052,maxLevel,1
2121052,damage,300+6*x
2121052,attackCount,1
2121052,mobCount,2
2121052,bulletCount,4
2121052,x,1
2121052,s,40+2*x
2121052,onActive,40
2121054,maxLevel,1
2121054,mpCon,300
2121054,damage,500
2121054,attackCount,1
2121054,mobCount,15
2121054,subTime,2000
2201008,maxLevel,20
2201008,mpCon,12+3*d(x/4)
2201008,damage,99+5*x
2201008,attackCount,3
2201008,mobCount,6
2201008,time,8
2201008,s,-15
2201008,v,-75
2201005,maxLevel,10
2201005,mpCon,20+5*d(x/4)
2201005,damage,130+8*x
2201005,attackCount,3
2201005,mobCount,6
2201001,maxLevel,20
2201001,mpCon,10+d(x/3)
2201001,time,10*x
2201001,indieMad,10+x
2200000,maxLevel,10
2200000,prop,2*x
2200000,x,x
2211002,maxLevel,20
2211002,mpCon,50+10*d(x/5)
2211002,damage,175+8*x
2211002,mobCount,8
2211002,attackCount,4
2211002,time,8
2211002,s,-15
2211002,v,-75
2210001,mpCon,10+2*d(x/5)
2210001,maxLevel,10
2210001,costmpR,5*x
2210001,damR,5*x
2221006,maxLevel,30
2221006,mpCon,24+2*d(x/3)
2221006,damage,153+4*x
2221006,attackCount,6
2221006,x,0
2221006,mobCount,5
2221006,cr,10+u(x/2)
2221006,prop,30+2*x
2221006,time,1+u(x/10)
2221006,range,350
2221006,y,200
2221006,hcTime,1
2221006,hcProp,u(x/6)
2221007,maxLevel,30
2221007,mpCon,360-x*2
2221007,mobCount,15
2221007,damage,600+10*x
2221007,cooltime,45
2221007,attackCount,4
2221007,prop,x*2
2221007,x,100+4*x
2221007,hcCooltime,60-2*d(x/2)
2221007,s,-15
2221007,v,-75
2221007,time,8
2221005,time,10+5*x
2221005,mpCon,30+3*x
2221005,damage,200+6*x
2221005,mastery,55+u(x/2)
2221005,maxLevel,30
2221052,maxLevel,1
2221052,mpCon,30
2221052,damage,700
2221052,attackCount,1
2221052,mobCount,15
2221052,x,1000
2221052,cooltime,90
2301005,maxLevel,20
2301005,mpCon,12*u(x/8)
2301005,damage,318+10*x
2301005,mobCount,4
2301005,range,350
2301002,maxLevel,20
2301002,mpCon,12+6*u(x/10)
2301002,damage,250+8*x
2301002,hp,15*x
2301002,u,5
2301002,mobCount,6
2301002,x,4*x
2301002,time,2*x
2301002,hcCooltime,30
2301002,hcHp,900*x
2300000,maxLevel,10
2300000,prop,2*x
2300000,x,x
2311004,maxLevel,20
2311004,mpCon,25+4*u(x/4)
2311004,damage,154+5*x
2311004,attackCount,4
2311004,mobCount,6
2311004,prop,20+2*x
2311004,time,2+u(x*3/20)
2311004,hcTime,1
2311004,hcProp,u(x/4)
2311011,maxLevel,10
2311011,mpCon,20+4*u(x/2)
2311011,x,10+3*x
2311011,y,15-x
2311011,time,60-2*x
2311011,cooltime,600-4*x
2311014,maxLevel,10
2311014,mpCon,20+4*u(x/2)
2311014,x,10+3*x
2311014,y,15-x
2311014,time,60-2*x
2311014,cooltime,600-4*x
2311001,maxLevel,10
2311001,mpCon,110-10*x
2311001,mobCount,6
2311001,prop,10*x
2311001,x,1
2311001,time,60
2311001,hcCooltime,5
2311001,hcProp,7*x
2311009,maxLevel,20
2311009,mpCon,50+5*d(x/5)
2311009,time,10+d(x/2)
2311009,x,5+d(x/4)
2311009,y,90-6*d(x/2)
2311009,z,100
2311009,cooltime,90
2311009,hcHp,20
2310008,maxLevel,10
2310008,cr,4*x
2310008,ar,5+x
2310008,mastery,55+3*u(x/2)
2321007,maxLevel,30
2321007,mpCon,26+2*d(x/2)
2321007,damage,185+6*x
2321007,range,500
2321007,attackCount,4
2321007,mobCount,6
2321007,hp,30+2*x
2321008,maxLevel,30
2321008,mpCon,600-10*x
2321008,damage,510+10*x
2321008,cr,5+d(x/2)
2321008,mobCount,15
2321008,cooltime,45
2321008,attackCount,6
2321001,maxLevel,30
2321001,mpCon,25+5*d(x/6)
2321001,damage,300+6*x
2321001,attackCount,4
2321001,mobCount,10
2321001,x,-u(x/3)
2321001,y,4
2321001,time,8+d(x/4)
2321003,maxLevel,30
2321003,mpCon,60+4*d(x/2)
2321003,time,20+8*x
2321003,damage,470+6*x
2321003,mobCount,3
2321052,maxLevel,1
2321052,mpCon,500
2321052,damage,1200
2321052,attackCount,8
2321052,mobCount,15
2321052,cooltime,180
3000006,maxLevel,1
3000006,prop,5
3000006,x,80
3011004,maxLevel,15
3011004,mpCon,40+5*d(x/3)
3011004,damage,200+10*x
3011004,mobCount,4
3010003,maxLevel,15
3010003,range,8*x
3010003,acc,15*x
3010003,eva,15*x
3010003,speed,2*x
3010003,speedMax,5+x
3010003,u,145+x
3121020,maxLevel,30
3121020,mpCon,3+u(x/10)
3121020,damage,118+2*x
3121020,x,100
3121020,range,400
3120007,maxLevel,30
3120007,dexX,10+x
3120007,x,u(x/2)
3120007,ignoreMobDamR,2*u(x/3)
3120008,damage,150+x
3120008,prop,40+u(x/2)
3120008,ar,u(x/3)
3120008,padX,5+u(x/2)
3120008,maxLevel,30
3121052,maxLevel,1
3121052,mpCon,200
3121052,damage,500
3121052,attackCount,8
3121052,mobCount,8
3121052,dot,200
3121052,dotInterval,1
3121052,dotTime,10
3121052,cooltime,15
3121054,maxLevel,1
3121054,mpCon,300
3121054,indiePad,50
3121054,x,100
3121054,y,20
3121054,time,30
3121054,cooltime,90
3221052,maxLevel,1
3221052,mpCon,300
3221052,damage,4000
3221052,attackCount,1
3221052,mobCount,12
3221052,cooltime,30
3221054,maxLevel,1
3221054,mpCon,200
3221054,x,20
3221054,y,20
3221054,ignoreMobpdpR,20
3221054,time,30
3221054,cooltime,90
3300002,maxLevel,15
3300002,mpCon,40+5*d(x/3)
3300002,damage,200+10*x
3300002,mobCount,4
3321003,maxLevel,15
3321003,mpCon,40+5*d(x/3)
3321003,damage,200+10*x
3321003,mobCount,4
4001334,mpCon,8+2*d(x/6)
4001334,damage,109+3*x
4001334,attackCount,2
4001334,maxLevel,20
4001344,mpCon,8+2*d(x/6)
4001344,damage,110+2*x
4001344,bulletCount,2
4001344,maxLevel,20
4001003,mpCon,25-2*x
4001003,time,20*x
4001003,speed,0
4001003,x,1
4001003,maxLevel,10
4001003,hcCooltime,15
4000010,maxLevel,1
4000010,prop,20
4000010,time,20
4000012,maxLevel,10
4000012,er,3*u(x/2)
4001013,mpCon,15+d(x/3)
4001013,damage,70+x
4001013,mobCount,2
4001013,attackCount,2
4001013,maxLevel,10
4101013,maxLevel,20
4101013,mpCon,12+d(x/3)
4101013,damage,220+2*x
4101013,mobCount,4
4101013,bulletConsume,2
4101010,mpCon,14+u(x/3)
4101010,bulletConsume,2
4101010,damage,221+3*x
4101010,mobCount,6
4101010,maxLevel,20
4101010,prop,30
4101010,range,300
4101010,cooltime,4
4101016,mpCon,10+3*d(x/2)
4101016,maxLevel,10
4101016,y,900
4101016,maxUseCountInOneJump,1
4101016,v,1500
4100000,mastery,10+4*x
4100000,x,12*x
4100000,y,20*x
4100000,damR,10+4*x
4100000,maxLevel,10
4111010,mpCon,8+2*d(x/3)
4111010,damage,210+4*x
4111010,bulletCount,3
4111010,maxLevel,20
4111015,mpCon,25+d(x/4)
4111015,damage,133+4*x
4111015,attackCount,1
4111015,mobCount,8
4111015,bulletCount,3
4111015,maxLevel,20
4111007,mpCon,60+4*x
4111007,x,4*x
4111007,time,5+x
4111007,cooltime,230-20*x
4111007,maxLevel,10
4111007,damage,200+8*x
4111007,subTime,900
4111002,mpCon,40+4*d(x/3)
4111002,time,60+40*d(x/6)
4111002,x,10+x
4111002,maxLevel,20
4110008,mhpR,x
4110008,asrR,x
4110008,terR,x
4110008,maxLevel,10
4110011,prop,2*u(x/3)
4110011,dot,50+4*x
4110011,dotInterval,1
4110011,dotTime,2+u(x/8)
4110011,maxLevel,10
4110012,maxLevel,10
4110012,pdR,5+2*x
4110012,cr,20
4121013,mpCon,11+d(x/2)
4121013,damage,258+4*x
4121013,bulletCount,4
4121013,maxLevel,30
4121013,ballDelay,90
4121013,ballDelay1,90
4121013,ballDelay2,90
4121016,maxLevel,30
4121016,mpCon,35+5*d(x/5)
4121016,damage,595+10*x
4121016,mobCount,15
4121016,cooltime,60-2*d(x/2)
4121016,prop,100
4121016,attackCount,3
4121015,maxLevel,30
4121015,mpCon,11+2*d(x/2)
4121015,time,5+x
4121015,dotTime,5+u(x/10)
4121015,mobCount,8
4121015,y,-30-x
4121015,bdR,u(x/3)
4120014,maxLevel,30
4120014,mpCon,15+d(x/3)
4120014,indiePad,u(x/3)
4120014,time,90+3*x
4120002,prop,5+u(x/2)
4120002,maxLevel,30
4120011,prop,u(x/3)
4120011,dot,60+2*x
4120011,dotInterval,1
4120011,dotTime,2+u(x/15)
4120011,maxLevel,10
4120011,dotSuperpos,2+d(x/6)
4121052,maxLevel,1
4121052,mpCon,300
4121052,damage,358
4121052,attackCount,7
4121052,mobCount,8
4121052,cooltime,8
4121054,maxLevel,1
4121054,mpCon,200
4121054,dot,190
4121054,dotInterval,1
4121054,dotTime,8
4121054,prop,100
4121054,time,30
4121054,cooltime,90
4121054,indiePad,30
4200009,mpCon,8+7*u(x/10)
4200009,indiePad,10+x
4200009,time,60+6*x
4200009,maxLevel,20
4200010,x,5*x
4200010,er,2*x
4200010,y,3*u(x/2)
4200010,maxLevel,10
4211011,mpCon,16+2*d(x/4)
4211011,attackCount,8
4211011,damage,55+x+2*x
4211011,maxLevel,20
4211011,mobCount,1
4211011,kp,8
4211002,mpCon,15+3*u(x/2)
4211002,damage,320+5*x
4211002,attackCount,2
4211002,prop,30+3*x
4211002,mobCount,3
4211002,maxLevel,20
4211002,x,9+d(x/3)
4211007,mpCon,60+8*d(x/4)
4211007,x,2*x
4211007,time,5+d(x/2)
4211007,cooltime,230-40*d(x/4)
4211007,maxLevel,20
4211007,damage,200+8*x
4211007,subTime,900
4211008,mpCon,40+4*d(x/3)
4211008,time,60+40*d(x/6)
4211008,x,10+x
4211008,maxLevel,20
4210015,maxLevel,1
4210015,prop,40
4210015,x,20
4210015,y,5
4211016,maxLevel,1
4211016,mpCon,20
4211016,range,300
4210010,prop,2*u(x/3)
4210010,dot,50+4*x
4210010,dotInterval,1
4210010,dotTime,2+u(x/8)
4210010,maxLevel,10
4210013,mhpR,x
4210013,asrR,x
4210013,terR,x
4210013,maxLevel,10
4221010,maxLevel,30
4221010,mpCon,35+5*d(x/5)
4221010,damage,595+10*x
4221010,mobCount,15
4221010,cooltime,60-2*d(x/2)
4221010,prop,100
4221010,attackCount,3
4221006,mpCon,16+2*d(x/2)
4221006,time,4+u(x/5)
4221006,cooltime,60
4221006,maxLevel,30
4221006,x,0
4221006,y,u(x/3)
4220002,prop,3+u(x/7)
4220002,maxLevel,30
4220011,prop,u(x/3)
4220011,dot,60+2*x
4220011,dotInterval,1
4220011,dotTime,2+u(x/15)
4220011,maxLevel,10
4220011,dotSuperpos,2+d(x/6)
4221052,maxLevel,1
4221052,mpCon,300
4221052,damage,800
4221052,attackCount,1
4221052,mobCount,15
4221052,time,12
4221052,subTime,900
4221052,cooltime,90
4221054,maxLevel,1
4221054,mpCon,50
4221054,time,120
4221054,indieDamR,5
4221054,x,10
4221054,y,5
4221054,indieMaxDamageOver,10000000
4301004,maxLevel,15
4301004,mpCon,8+2*d(x/5)
4301004,mobCount,4
4301004,damage,344+6*x
4301007,mpCon,15+d(x/3)
4301007,damage,70+x
4301007,mobCount,2
4301007,attackCount,2
4301007,maxLevel,10
4311002,maxLevel,10
4311002,mpCon,16+x
4311002,damage,87+2*x
4311002,attackCount,8
4311002,mobCount,1
4311003,maxLevel,20
4311003,mpCon,12+2*d(x/3)
4311003,damage,130+2*x
4311003,attackCount,2
4311003,mobCount,4
4311003,action,slashStorm2
4310005,mpCon,8+7*u(x/10)
4310005,PVPdamage,u(x/2)
4310005,time,60+6*x
4310005,maxLevel,20
4321006,maxLevel,20
4321006,mpCon,24+4*d(x/4)
4321006,damage,228+4*x
4321006,mobCount,4
4321006,x,27+4*u(x/3)
4321006,attackCount,2
4321006,prop,3
4321006,time,1
4321006,cooltime,5
4321002,maxLevel,5
4321002,mpCon,40+5*x
4321002,damage,150+20*x
4321002,mobCount,6
4321002,prop,30+10*x
4321002,x,4*x
4321002,time,5*x
4321002,cooltime,60
4320005,prop,u(x/3)
4320005,dot,50+2*x
4320005,dotInterval,1
4320005,dotTime,2+u(x/15)
4320005,maxLevel,20
4321007,mpCon,15+d(x/3)
4321007,damage,70+x
4321007,mobCount,2
4321007,attackCount,2
4321007,maxLevel,10
4331000,maxLevel,20
4331000,mpCon,35+5*d(x/3)
4331000,damage,205+3*x
4331000,attackCount,2
4331000,mobCount,4
4331011,maxLevel,20
4331011,mpCon,21+x
4331011,damage,115+3*x
4331011,attackCount,5
4331011,mobCount,6
4331006,maxLevel,20
4331006,mpCon,50+5*d(x/4)
4331006,mobCount,1
4331006,damage,85+2*x
4331006,range,400
4331006,attackCount,10
4331006,cooltime,10
4331006,cr,100
4331002,maxLevel,20
4331002,mpCon,40+4*d(x/4)
4331002,time,60+40*d(x/10)
4331002,x,x
4330001,maxLevel,5
4330001,prop,4*x
4330001,x,2*x
4330001,y,5+2*x
4330007,maxLevel,5
4330007,prop,x
4330007,x,12*x
4330008,mhpR,x
4330008,asrR,x
4330008,terR,x
4330008,maxLevel,10
4330009,maxLevel,20
4330009,er,x
4330009,time,7
4330009,x,1
4330009,indiePad,5+d(x/2)
4341004,maxLevel,30
4341004,mpCon,40+5*d(x/6)
4341004,mobCount,3
4341004,attackCount,3
4341004,damage,145+2*x
4341009,maxLevel,30
4341009,mpCon,30+2*d(x/5)
4341009,attackCount,6
4341009,mobCount,1
4341009,damage,95+x
4341009,ignoreMobpdpR,5+u(x/2)
4341002,maxLevel,30
4341002,mpCon,150+50*d(x/6)
4341002,damage,850+15*x
4341002,mobCount,6
4341002,x,35-5*d(x/6)
4341002,y,100+u(x/3)
4341002,w,u(x/3)
4341002,z,u(x/2)
4341002,time,u(x/3)
4341002,cooltime,90-2*x
4341011,maxLevel,30
4341011,mpCon,35+5*d(x/5)
4341011,damage,595+10*x
4341011,mobCount,15
4341011,cooltime,60-2*d(x/2)
4341011,prop,100
4341006,maxLevel,30
4341006,mpCon,60+5*d(x/2)
4341006,time,15+5*d(x/2)
4341006,x,100*x
4341006,er,u(x/2)
4341006,pddR,2*x
4341006,mddR,2*x
4340007,maxLevel,20
4340007,mpCon,30+10*u(x/5)
4340007,prop,30+2*x
4340007,x,1
4340007,PVPdamage,u(x/3)
4340007,time,90+20*d(x/5)
4340012,prop,u(x/3)
4340012,dot,60+2*x
4340012,dotInterval,1
4340012,dotTime,2+u(x/15)
4340012,maxLevel,10
4340012,dotSuperpos,2+d(x/6)
4341052,maxLevel,1
4341052,mpCon,300
4341052,damage,500
4341052,attackCount,3
4341052,mobCount,10
4341052,x,100
4341052,time,10
4341052,subTime,300
4341052,cooltime,90
4341054,maxLevel,1
4341054,mpCon,200
4341054,prop,100
4341054,damage,140
4341054,x,1
4341054,time,60
4341054,cooltime,90
5001002,maxLevel,20
5001002,mobCount,6
5001002,mpCon,8+2*d(x/5)
5001002,damage,225+4*x
5001003,maxLevel,20
5001003,mpCon,4+d(x/6)
5001003,damage,125+2*x
5001003,bulletCount,2
5001003,range,380
5000006,maxLevel,1
5000006,prop,7
5000006,damage,200
5011000,maxLevel,20
5011000,mpCon,6+u(x/4)
5011000,damage,145+3*x
5011000,mobCount,3
5011000,range,450
5011001,maxLevel,20
5011001,mpCon,5+2*u(x/10)
5011001,damage,75+x
5011001,attackCount,3
5011001,mobCount,1
5011002,maxLevel,10
5011002,mpCon,45-5*d(x/3)
5011002,damage,100+2*x
5011002,mobCount,3
5011002,time,1
5011002,prop,25+3*x
5011002,z,-10-2*x
5011002,x,250+d(x/4)*70
5011002,y,260+d(x/4)*30
5011002,range,450
5010004,maxLevel,1
5010004,prop,7
5010004,damage,200
5011007,maxLevel,1
5011007,x,65
5011007,y,0
5011008,maxLevel,5
5011008,mpCon,60-5*x
5011008,damage,100+15*x
5011008,mobCount,3
5011008,x,0
5011008,y,950+45*x
5101012,maxLevel,10
5101012,mpCon,16+2*u(x/5)
5101012,forceCon,85
5101012,damage,320+5*x
5101012,mobCount,3
5101012,x,350
5101012,time,900
5100011,maxLevel,20
5100011,mpCon,14+u(x/2)
5100011,indiePad,x+d(x/2)
5100011,time,60+6*x
5100011,acc,80+4*x
5100011,indieAcc,80+4*x
5111009,mpCon,22+2*d(x/3)
5111009,damage,277+3*x
5111009,mobCount,6
5111009,x,-10-x
5111009,time,3
5111009,cooltime,3
5111009,maxLevel,20
5111009,attackCount,2
5111002,mpCon,12+4*d(x/7)
5111002,damage,353+4*x
5111002,attackCount,2
5111002,mobCount,8
5111002,prop,30+x
5111002,time,5+d(x/10)
5111002,hcTime,1
5111002,hcProp,u(x/4)
5111002,maxLevel,20
5111007,maxLevel,20
5111007,mpCon,40+5*d(x/5)
5111007,time,60+6*x
5111007,cooltime,500-30*d(x/2)
5111007,pddR,10
5111007,mhpR,10
5111007,mmpR,10
5111007,cr,5
5111007,damR,10
5111007,expR,0
5111007,u,20
5111007,v,19
5111007,w,2
5110010,maxLevel,10
5110010,mpCon,18+4*d(x/3)
5110010,time,100+8*x
5110010,x,5+x
5121007,mpCon,20+2*d(x/5)
5121007,attackCount,8
5121007,damage,180+4*x
5121007,maxLevel,30
5121007,damR,10
5121016,maxLevel,30
5121016,mpCon,25+3*d(x/4)
5121016,damage,300+3*d(x/2)
5121016,mobCount,6
5121016,attackCount,4
5121016,prop,100
5121016,x,30+2*x
5121016,damR,20
5121013,maxLevel,30
5121013,mpCon,35+5*d(x/5)
5121013,damage,315+3*x
5121013,attackCount,3
5121013,mobCount,15
5121013,cooltime,60-2*d(x/2)
5121015,maxLevel,30
5121015,mpCon,30+d(x/2)
5121015,time,60+4*x
5121015,damR,u(x/2)
5121015,mastery,55+u(x/2)
5121015,asrR,u(x/2)
5121015,terR,u(x/2)
5121015,x,1
5120012,maxLevel,5
5120012,mpCon,60
5120012,time,180+4*x
5120012,cooltime,200
5120012,pddR,10
5120012,mhpR,10
5120012,mmpR,10
5120012,cr,5
5120012,damR,10
5120012,expR,0
5120012,u,15
5120012,v,17
5120012,w,17
5120012,x,17
5120012,prop,10*x
5120011,maxLevel,10
5120011,indieDamR,x
5120011,prop,x
5120011,time,5+x
5120011,x,20
5121052,maxLevel,1
5121052,forceCon,2500
5121052,damage,800
5121052,attackCount,5
5121052,mobCount,8
5121052,x,10
5121052,time,90
5121052,cooltime,20
5121052,MDamageOver,9999999
5121054,maxLevel,1
5121054,mpCon,300
5121054,indieDamR,20
5121054,bdR,20
5121054,time,120
5121054,cooltime,240
5121054,subTime,4
5121054,x,800
5201001,maxLevel,20
5201001,mpCon,8+2*d(x/3)
5201001,damage,101+2*x
5201001,mobCount,6
5201001,bulletConsume,3
5201001,attackCount,3
5201018,maxLevel,20
5201018,mpCon,10+d(x/3)
5201018,damage,121+4*x
5201018,bulletCount,3
5201018,range,380
5201006,maxLevel,20
5201006,mpCon,12+3*d(x/5)
5201006,damage,180+6*x
5201006,range,350
5201006,x,3
5211008,maxLevel,20
5211008,mpCon,20+2*d(x/3)
5211008,damage,270+4*x
5211008,attackCount,2
5211008,mobCount,3
5211008,bulletConsume,2
5211010,maxLevel,20
5211010,mpCon,23+2*d(x/3)
