jobID,skillID,skillName,skillDesc,maxLevel,invisible,hyper,reqSkill,reqSkillLevel,reqLevel
000,0000093,잠재 개방(모험가),잠재된 힘을 개방하여 순간적으로 최대의 능력을 발휘한다.,1,True,0,,0,0
000,0001094,자이언트 비약,,1,True,0,,0,0
000,0001095,자이언트 비약,,1,True,0,,0,0
000,0000097,아이스 어택,,1,True,0,,0,0
000,0001098,아이스 더블점프,,1,True,0,,0,0
000,0000099,아이스 스매시,,1,True,0,,0,0
000,0000100,아이스 템페스트,,1,True,0,,0,0
000,0000103,아이스 촙,,1,True,0,,0,0
000,0000104,아이스 패닉,,1,True,0,,0,0
000,0001105,아이스 나이트,,1,True,0,,0,0
000,0001179,화이트 엔젤,[마스터 레벨 : 1]\n화이트 엔젤릭 블레스에 봉인된 화이트 엔젤을 소환한다.,1,True,0,,0,0
000,0000180,화이트 엔젤릭 블레스,[마스터 레벨 : 1]\n화이트 엔젤의 축복을 받았다.,1,True,0,,0,0
000,0000190,연합의 의지,연합의 의지에 따라 강한 힘을 발휘한다.,1,True,0,,0,0
000,0001196,미하일의 소울,자신을 수호하는 정령을 소환한다. 캐릭터가 공격한 적들에게 자동으로 범위 공격을 가한다. 레벨이 15 오를때 마다 스킬 레벨 1을 올릴 수 있다.,10,True,0,,0,0
000,0001197,오즈의 플레임,자신을 수호하는 정령을 소환한다. 캐릭터가 공격한 적들에게 자동으로 범위 공격을 가한다. 레벨이 15 오를때 마다 스킬 레벨 1을 올릴 수 있다.,10,True,0,,0,0
000,0001198,이리나의 스톰,자신을 수호하는 정령을 소환한다. 캐릭터가 공격한 적들에게 자동으로 범위 공격을 가한다. 레벨이 15 오를때 마다 스킬 레벨 1을 올릴 수 있다.,10,True,0,,0,0
000,0001199,이카르트의 다크니스,자신을 수호하는 정령을 소환한다. 캐릭터가 공격한 적들에게 자동으로 범위 공격을 가한다. 레벨이 15 오를때 마다 스킬 레벨 1을 올릴 수 있다.,10,True,0,,0,0
000,0001200,호크아이의 라이트닝,자신을 수호하는 정령을 소환한다. 캐릭터가 공격한 적들에게 자동으로 범위 공격을 가한다. 레벨이 15 오를때 마다 스킬 레벨 1을 올릴 수 있다.,10,True,0,,0,0
000,0001203,슈퍼 트랜스폼,[마스터 레벨 : 1]\n초인으로 변신해서 빠르게 이동한다.,1,True,0,,0,0
000,0001204,배틀쉽,[마스터 레벨 : 1]\n배틀쉽에 탑승해서 빠르게 이동한다.,1,True,0,,0,0
000,0001251,링크 매니지먼트,월드 내 다른 캐릭터의 링크 스킬을 전수 받거나 현재 전수 받고 있는 링크 스킬을 해제할 수 있다. ,1,False,0,,0,0
000,0000252,인빈서블 빌리프(히어로),"꺾이지 않는 신념을 가져 위기 상황일 때 HP를 대량으로 회복한다.\n마을 및 특정한 회복 불가 상황에서는 발동되지 않고 재사용 대기시간 초기화, 버프 지속시간 증가, 회복 스킬 효율 증가 및 감소의 효과를 받지 않는다.\n월드 내 서로 다른 모험가 전사 직업군이 존재할 경우 한 캐릭터에 최대 3번 중복해서 링크 스킬 지급이 가능하다.",6,True,0,,0,0
000,0000253,인빈서블 빌리프(팔라딘),"꺾이지 않는 신념을 가져 위기 상황일 때 HP를 대량으로 회복한다.\n마을 및 특정한 회복 불가 상황에서는 발동되지 않고 재사용 대기시간 초기화, 버프 지속시간 증가, 회복 스킬 효율 증가 및 감소의 효과를 받지 않는다.\n월드 내 서로 다른 모험가 전사 직업군이 존재할 경우 한 캐릭터에 최대 3번 중복해서 링크 스킬 지급이 가능하다.",6,True,0,,0,0
000,0000254,인빈서블 빌리프(다크나이트),"꺾이지 않는 신념을 가져 위기 상황일 때 HP를 대량으로 회복한다.\n마을 및 특정한 회복 불가 상황에서는 발동되지 않고 재사용 대기시간 초기화, 버프 지속시간 증가, 회복 스킬 효율 증가 및 감소의 효과를 받지 않는다.\n월드 내 서로 다른 모험가 전사 직업군이 존재할 경우 한 캐릭터에 최대 3번 중복해서 링크 스킬 지급이 가능하다.",6,True,0,,0,0
000,0000255,"임피리컬 널리지(아크메이지 불, 독)",실전적인 탐구를 통해 약점을 파악하여 해당 적에 대한 데미지와 방어율 무시를 점차 증가시킨다.\n월드 내 서로 다른 모험가 마법사 직업군이 존재할 경우 한 캐릭터에 최대 3번 중복해서 링크 스킬 지급이 가능하다.,6,True,0,,0,0
000,0000256,"임피리컬 널리지(아크메이지 썬, 콜)",실전적인 탐구를 통해 약점을 파악하여 해당 적에 대한 데미지와 방어율 무시를 점차 증가시킨다.\n월드 내 서로 다른 모험가 마법사 직업군이 존재할 경우 한 캐릭터에 최대 3번 중복해서 링크 스킬 지급이 가능하다.,6,True,0,,0,0
000,0000257,임피리컬 널리지(비숍),실전적인 탐구를 통해 약점을 파악하여 해당 적에 대한 데미지와 방어율 무시를 점차 증가시킨다.\n월드 내 서로 다른 모험가 마법사 직업군이 존재할 경우 한 캐릭터에 최대 3번 중복해서 링크 스킬 지급이 가능하다.,6,True,0,,0,0
000,0000258,어드벤쳐러 큐리어스(보우마스터),특유의 호기심을 발휘해 몬스터 컬렉션 등록 확률과 크리티컬 확률을 증가시킨다.\n몬스터 컬렉션 등록 확률은 기존 확률에 곱적용으로 적용된다.\n월드 내 서로 다른 모험가 궁수 직업군이 존재할 경우 한 캐릭터에 최대 3번 중복해서 링크 스킬 지급이 가능하다.,6,True,0,,0,0
000,0000259,어드벤쳐러 큐리어스(신궁),특유의 호기심을 발휘해 몬스터 컬렉션 등록 확률과 크리티컬 확률을 증가시킨다.\n몬스터 컬렉션 등록 확률은 기존 확률에 곱적용으로 적용된다.\n월드 내 서로 다른 모험가 궁수 직업군이 존재할 경우 한 캐릭터에 최대 3번 중복해서 링크 스킬 지급이 가능하다.,6,True,0,,0,0
000,0000260,어드벤쳐러 큐리어스(패스파인더),특유의 호기심을 발휘해 몬스터 컬렉션 등록 확률과 크리티컬 확률을 증가시킨다.\n몬스터 컬렉션 등록 확률은 기존 확률에 곱적용으로 적용된다.\n월드 내 서로 다른 모험가 궁수 직업군이 존재할 경우 한 캐릭터에 최대 3번 중복해서 링크 스킬 지급이 가능하다.,6,True,0,,0,0
000,0000261,시프 커닝(나이트로드),"도적 특유의 교활함을 발휘해 적을 약화시키면 데미지가 증가한다.\n재사용 대기시간 초기화, 버프 지속시간 증가의 효과를 받지 않는다.\n월드 내 서로 다른 모험가 도적 직업군이 존재할 경우 한 캐릭터에 최대 3번 중복해서 링크 스킬 지급이 가능하다.",6,True,0,,0,0
000,0000262,시프 커닝(섀도어),"도적 특유의 교활함을 발휘해 적을 약화시키면 데미지가 증가한다.\n재사용 대기시간 초기화, 버프 지속시간 증가의 효과를 받지 않는다.\n월드 내 서로 다른 모험가 도적 직업군이 존재할 경우 한 캐릭터에 최대 3번 중복해서 링크 스킬 지급이 가능하다.",6,True,0,,0,0
000,0000263,시프 커닝(듀얼블레이드),"도적 특유의 교활함을 발휘해 적을 약화시키면 데미지가 증가한다.\n재사용 대기시간 초기화, 버프 지속시간 증가의 효과를 받지 않는다.\n월드 내 서로 다른 모험가 도적 직업군이 존재할 경우 한 캐릭터에 최대 3번 중복해서 링크 스킬 지급이 가능하다.",6,True,0,,0,0
000,0000264,파이렛 블레스(바이퍼),"해적 특유의 강인함을 익혀 각종 스탯이 증가하고 피격 데미지가 감소된다.\n월드 내 서로 다른 모험가 해적 직업군이 존재할 경우 한 캐릭터에 최대 3번 중복해서 링크 스킬 지급이 가능하다.\n스킬을 사용하면 무기, 보조 무기, 아케인심볼, 어센틱심볼, 펫장비를 제외한 부위에 장착된 장비의 힘과 민첩이 바뀌어 적용된다.",6,True,0,,0,0
000,0000265,파이렛 블레스(캡틴),"해적 특유의 강인함을 익혀 각종 스탯이 증가하고 피격 데미지가 감소된다.\n월드 내 서로 다른 모험가 해적 직업군이 존재할 경우 한 캐릭터에 최대 3번 중복해서 링크 스킬 지급이 가능하다.\n스킬을 사용하면 무기, 보조 무기, 아케인심볼, 어센틱심볼, 펫장비를 제외한 부위에 장착된 장비의 힘과 민첩이 바뀌어 적용된다.",6,True,0,,0,0
000,0000110,파이렛 블레스(캐논슈터),"해적 특유의 강인함을 익혀 각종 스탯이 증가하고 피격 데미지가 감소된다.\n월드 내 서로 다른 모험가 해적 직업군이 존재할 경우 한 캐릭터에 최대 3번 중복해서 링크 스킬 지급이 가능하다.\n스킬을 사용하면 무기, 보조 무기, 아케인심볼, 어센틱심볼, 펫장비를 제외한 부위에 장착된 장비의 힘과 민첩이 바뀌어 적용된다.",6,True,0,,0,0
000,0001281,리턴 투 메이플,메이플 아일랜드로 돌아간다.,1,True,0,,0,0
000,0001282,재귀,비화원으로 돌아간다.,1,True,0,,0,0
000,0001283,컴백홈 캐논,노틸러스로 돌아간다.,1,True,0,,0,0
000,0008000,쓸만한 헤이스트,[아이템 잠재스킬]\n일정 시간 동안 자신의 이동속도와 점프력을 증가시켜 준다.,1,True,0,,0,0
000,0008001,쓸만한 미스틱 도어,[아이템 잠재스킬]\n가장 가까운 마을로 통하는 포탈을 만든다. 자신만 문이 사라질 때까지 몇 번이고 드나들 수 있고 포탈 위에서 ↑ 버튼을 누르면 이동된다.,1,True,0,,0,0
000,0008002,쓸만한 샤프 아이즈,[아이템 잠재스킬]\n적의 약점을 찾아 치명상을 입힐 수 있는 능력을 부여한다.,1,True,0,,0,0
000,0008003,쓸만한 하이퍼 바디,[아이템 잠재스킬]\n최대 HP와 최대 MP의 양이 증가한다.,1,True,0,,0,0
000,0008004,쓸만한 컴뱃 오더스,"[아이템 잠재스킬]\n일정 시간 동안 자신의 모든 스킬 레벨을 증가시켜준다. #c4차 스킬에 한해 마스터 레벨 이상으로 증가#시킬 수 있으며 그 외 스킬은 마스터 레벨까지만 올려줄 수 있다.\n예외적으로 일부 특별한 스킬과 초보자 스킬, 컴뱃 오더스, 쓸만한 컴뱃 오더스, 하이퍼 스킬, 5차 스킬, 6차 스킬의 스킬 레벨은 올려줄 수 없다.",1,True,0,,0,0
000,0008005,쓸만한 어드밴스드 블레스,"[아이템 잠재스킬]\n일정 시간 동안 자신의 공격력, 마력, 방어력, 최대 HP, 최대 MP를 크게 높여준다. 블레스, 어드밴스드 블레스를 제외한 다른 모든 버프 스킬과 중복으로 사용할 수 있다.",1,True,0,,0,0
000,0008006,쓸만한 윈드 부스터,"[아이템 잠재스킬]\nHP, MP를 소비하여 일정 시간 동안 자신의 공격 속도를 1단계 추가 증가시킨다. 기존 부스터와 중복해서 사용할 수 있으며 윈드 부스터와 중복 사용되지 않는다.",1,True,0,,0,0
000,0009000,돼지의 약점,[마스터 레벨 : 1]\n 이름에 돼지가 들어간 몬스터 공격 시 데미지가 10% 증가한다.,1,True,0,,0,0
000,0009001,스텀프의 약점,[마스터 레벨 : 1]\n 이름에 스텀프가 들어간 몬스터 공격 시 데미지가 10% 증가한다.,1,True,0,,0,0
000,0009002,슬라임의 약점,[마스터 레벨 : 1]\n 이름에 슬라임이 들어간 몬스터 공격 시 데미지가 10% 증가한다. 다음 몬스터에게는 적용되지 않는다.\r\n- 가디언 엔젤 슬라임\r\n- 사고뭉치 슬라임\r\n- 로맨티스트 슬라임\r\n- 폭탄 슬라임\r\n- 골드 슬라임\r\n- 헤일로 슬라임,1,True,0,,0,0
000,0001297,리턴 투 파르템,카루파의 마을로 돌아간다.,1,True,0,,0,0
000,0001298,고대의 저주,"알 수 없는 저주의 영향으로 각종 능력치가 하락한다.\n저주의 영향으로 전용 무기인 #c에인션트 보우#만을 착용할 수 있으며, 착용한 렐릭의 힘이 강해질수록 저주의 영향력은 약해진다.\n#c에인션트 보우#로 사용하는 기술은 별도의 화살을 소모하지 않는다.",4,True,0,,0,0
100,1001005,슬래시 블러스트,MP를 소비하여 주위의 적 다수를 동시에 공격한다.,20,False,0,,0,0
100,1001008,워리어 리프,점프 중 사용하면 진행 방향으로 한 번 더 점프한다. 스킬 레벨이 증가할수록 점프 거리가 증가한다.,5,False,0,,0,0
100,1001011,어퍼 차지,공중으로 돌진하며 적을 공격한다. 위 방향키와 공격키를 함께 눌러서도 사용가능하다.\n#c커맨드 잠금 : 마우스 우클릭#,5,False,0,,0,0
100,1001010,리프 어택,공중에서 지상으로 급강하하여 적을 습격한다.\n아래 방향으로 일정 범위 안에 발판이 있어야 사용 가능하고 스킬 사용 시 좌우 방향키와 함께 사용하면 대각선으로 강하한다.\n스킬 대신 아래 방향키/좌우 방향키와 공격키를 함께 눌러서도 사용 가능하다.,1,False,0,,0,0
100,1000003,아이언 바디,"자신의 방어력과 최대 HP를 일정 비율 증가시키고, 적에게 피격 시 받는 데미지가 감소한다.",20,False,0,,0,0
100,1000009,워리어 마스터리,"전사의 기본 소양을 길러 이동속도와 점프력, 최대 HP, 최대 이동속도가 증가하고 적의 공격에 일정 확률로 물러서지 않는다.",15,False,0,,0,0
100,1000007,가디언 아머,방어력에 비례하여 대난투 공격력이 증가한다.,1,True,0,,0,0
110,1101011,브랜디쉬,#c[검술]# 눈 앞의 적 여러명을 두 번 연속 공격한다.,20,False,0,,0,0
110,1101014,플래시 슬래시,섬광과 같이 적에게 돌진하며 경로에 있는 적을 벤다. 방향키와 조합하여 8방향으로 적을 찾을 수 있다. 시전 동작 중 어떠한 공격에도 밀리지 않는다.,9,False,0,,0,0
110,1101013,콤보 어택,활성화되면 공격할 때마다 일정 확률로 콤보 카운터가 누적된다. 최대 다섯 개의 콤보 카운터를 쌓을 수 있다.\n스킬 사용 시 효과가 활성화되고 재사용 시 비활성화되는 #c온오프 스킬#\n#c콤보 카운터 이펙트 온오프 : 마우스 우클릭#,1,False,0,,0,0
110,1101006,스피릿 블레이드,검과 영혼이 일체가 되어 일정 시간 동안 자신을 포함한 파티원의 공격력을 증가시키고 자신이 받는 데미지를 증폭시켜 반사한다. ,20,False,0,,0,0
110,1100000,웨폰 마스터리,검과 도끼 숙련도와 공격 속도를 증가시키고 최종 데미지가 증가한다. \n#c4차 스킬 '어드밴스드 콤보'를 익히기 위해 10레벨 이상 필요#,10,False,0,,0,0
110,1100015,웨폰 액셀레이션,공격 속도와 힘이 증가한다.\n필요 스킬 : #c웨폰 마스터리 5레벨 이상#,10,False,0,1100000,5,0
110,1100002,파이널 어택,"일정 확률로 직접 공격하는 공격 스킬이 사용된 후 추가 타격이 발동된다. 단, 반드시 검과 도끼를 들었을 경우에만 발동이 가능하다.\n필요 스킬 : #c웨폰 마스터리 3레벨 이상#\n#c4차 스킬 '어드밴스드 파이널 어택'을 익히기 위해 20레벨 이상 필요",20,False,0,1100000,3,0
110,1100009,피지컬 트레이닝,신체 단련을 통해 영구적으로 힘과 민첩성을 증가시킨다.,5,False,0,,0,0
111,1111010,브레이브 슬래시,#c[검술]# 전방의 적 다수를 세번 연속 공격한다.,20,False,0,,0,0
111,1111016,오라 블레이드,원하는 방향으로 적을 찢어발기는 검기를 날린다. #c8방향#으로 날릴 수 있어 방향키와 함께 사용하면 해당 방향으로 날린다.,20,False,0,,0,0
111,1111012,돌진,전방으로 거칠게 돌격하며 자신 앞에 있는 적 다수를 밀고 지나간다. 일부 몬스터는 저항하여 밀리지 않는다.,10,False,0,,0,0
111,1111003,스카링 소드,검에 예기가 더해져 적에게 지워지지 않는 흉터를 남긴다.,20,False,0,,0,0
111,1110013,콤보 시너지,콤보 카운터 1개당 최종 데미지가 증가하고 콤보 카운터가 누적 될 확률을 증가시킨다.\n#c4차 스킬 '어드밴스드 콤보'를 익히기 위해 20레벨 이상 필요#,20,False,0,,0,0
111,1110000,셀프 리커버리,일정 주기마다 HP와 MP를 회복할 수 있다. 전투 중에도 회복이 가능하다.,10,False,0,,0,0
111,1110009,찬스 어택,취약해진 적을 공격할 때 더 큰 데미지를 줄 수 있다. 추가로 영구히 크리티컬 확률이 증가한다.,10,False,0,,0,0
111,1110011,인듀어,자신의 상태 이상 저항과 모든 속성 내성을 강화한다.,14,False,0,,0,0
112,1121008,레이징 블로우,"#c[검술]# 전방의 적 다수를 순식간에 여러 번 베어낸다. 마지막 공격은 반드시 크리티컬로 적용된다. 콤보가 완충되면 스킬이 강화된다. 추가로 오라 블레이드를 강화한다.\n#c하이퍼 스킬 '발할라', 5차 스킬 '소드 오브 버닝 소울', 5차 스킬 '콤보 인스팅트'를 익히기 위해 30레벨 이상 필요#",30,False,0,,0,0
112,1120017,레이징 블로우,전방의 적을 여러 번 연속 공격 한다. #c마지막 두 번의 공격은 반드시 크리티컬로 적용#된다.,30,True,0,,0,0
112,1121015,인사이징,"#c[검술]# 정신을 집중하여 전방으로 검을 크게 내리긋는다. 궁극의 검술로 영혼에 새겨진 검이 실체화되어 공격하는 것처럼 보인다. 공격 당한 적은 상처를 입어 일정 시간 동안 도트 데미지를 입고, 도트 데미지를 입는 동안 #c크리티컬에 의한 피해량이 증가#한다.\n필요 스킬 : #c어드밴스드 콤보 20레벨 이상#",30,False,0,1120003,20,0
112,1121016,매직 크래쉬,"일정 확률로 주변 적들에게 적용된 #c일부 버프를 해제#하며, 지정된 시간 동안 버프 효과가 적용될 수 없도록 제한한다.\n공격을 받은 적은 90초 동안 매직 크래쉬 상태 이상에 저항한다. 해제되는 버프는 공격력/마력 증가, 방어력 증가, 하드 스킨이다.",10,False,0,,0,0
112,1121010,인레이지,충전된 콤보 카운터의 힘을 폭발시킨다. #c적을 집중 공격#할 수 있는 상태가 되어 데미지가 비약적으로 증가한다.\n스킬 사용 시 효과가 활성화되고 재사용 시 비활성화되는 #c온오프 스킬\n#필요 스킬 : #c어드밴스드 콤보 30레벨 이상#,30,False,0,1120003,30,0
112,1121000,메이플 용사,"일정 시간 동안 파티원의 모든 능력치를 일정 퍼센트만큼 증가시켜 준다. 메이플 용사, 시그너스 나이츠, 노바의 용사, 레프의 용사, 이계의 용사, 아니마의 용사, 륀느의 가호는 중첩되지 않는다.",30,False,0,,0,0
112,1121011,용사의 의지,"정신을 집중하여 상태 이상으로부터 벗어난다. 사용 후 3초 동안 상태 이상 면역. 단, 일부 상태 이상 효과에는 적용되지 않고 컴뱃 오더스가 적용되지 않는다.",5,False,0,,0,0
112,1120003,어드밴스드 콤보,"콤보 카운터 개 당 최종 데미지와 최대 콤보 카운터 수가 증가하고 일정 확률로 콤보 카운터가 2개씩 충전된다. 추가로 숙련도가 증가한다.\n필요 스킬 : #c웨폰 마스터리 10레벨 이상, 콤보 시너지 20레벨 이상#",30,False,0,1100000,10,0
112,1120012,컴뱃 마스터리,공격 시 몬스터의 물리 방어율을 일정 수준 무시한다.,30,False,0,,0,0
112,1120014,스탠스,영구히 적의 공격에도 뒤로 물러서지 않는 상태가 된다.,30,False,0,,0,0
112,1120013,어드밴스드 파이널 어택,영구적으로 공격력이 증가하며 파이널 어택의 발동확률과 데미지가 대폭 증가한다.\n필요 스킬 : #c파이널 어택 20레벨 이상#,30,False,0,1100002,20,0
112,1120043,어드밴스드 콤보-리인포스,콤보 카운터의 1개 당 최종 데미지를 증가시킨다.,1,False,1,,0,140
112,1120044,어드밴스드 콤보-보너스 찬스,콤보 카운터가 한 번에 2개 충전될 확률을 증가시킨다.,1,False,1,,0,150
112,1120045,어드밴스드 콤보-보스 킬러,콤보 개수 당 보스 몬스터 공격 시 데미지를 증가시킨다.,1,False,1,,0,180
112,1120046,어드밴스드 파이널 어택-리인포스,어드밴스드 파이널 어택의 데미지를 증가시킨다.,1,False,1,,0,140
112,1120047,어드밴스드 파이널 어택-보너스 데미지,어드밴스드 파이널 어택으로 오르는 공격력을 증가시킨다.,1,False,1,,0,165
112,1120048,어드밴스드 파이널 어택-보너스 찬스,어드밴스드 파이널 어택의 발동 확률을 증가시킨다.,1,False,1,,0,180
112,1120049,레이징 블로우-리인포스,레이징 블로우의 데미지를 증가시킨다.,1,False,1,,0,150
112,1120050,레이징 블로우-엑스트라 타겟,레이징 블로우의 최대 공격 가능한 몬스터 수를 증가시킨다. ,1,False,1,,0,165
112,1120051,레이징 블로우-보너스 어택,레이징 블로우의 공격 횟수를 증가시킨다.,1,False,1,,0,190
112,1121052,레이지 업라이징,고대 전사의 분노를 구현하여 전방의 적을 초토화시킨다.,1,False,2,,0,160
112,1121053,에픽 어드벤쳐,"메이플 월드 곳곳을 누빈 전설의 모험가들만이 사용할 수 있는 버프로, 데미지를 증가시킨다.",1,False,2,,0,190
112,1121054,발할라,"고대 전사들의 의지가 깃들어 강력한 힘을 발휘한다. 히어로가 #c검술# 스킬 사용 시 일정 시간마다 공격이 발생한 위치에 검격이 잔상처럼 남아 적을 추가 공격한다. 검격은 최대 HP가 가장 높은 보스 몬스터에게 우선적으로 생성된다. 공용 스킬, 5차 스킬에 의해서는 검격이 발생하지 않는다.\n필요 스킬 : #c레이징 블로우 30레벨 이상#",1,False,2,1121008,30,140
112,1121055,발할라,고대 전사들의 의지가 깃들어 강력한 힘을 발휘한다.,1,True,2,1121008,30,140
114,1141000,레이징 블로우 VI,#c[검술]# 전방의 적 다수를 순식간에 여러 번 베어낸다. 마지막 공격은 반드시 크리티컬로 적용된다. 콤보가 완충되면 스킬이 강화된다.\n필요 스킬 : #c레이징 블로우 30레벨 이상#,30,False,0,1121008,30,0
114,1141001,레이징 블로우 VI,,30,True,0,1121008,30,0
114,1141500,스피릿 칼리버,"#c[검술]# 검과 영혼이 하나가 되어 모든 것을 벤다.\n\n#c10레벨 : 몬스터 방어율 무시 20% 증가\n20레벨 : 보스 몬스터 공격 시 데미지 20% 증가\n30레벨 : 몬스터 방어율 무시 30% 증가, 보스 몬스터 공격 시 데미지 30% 증가#",30,False,0,,0,0
120,1201015,디바인 스윙,#c[홀리 포스]#\n신성한 망치를 크게 휘둘러 주변의 적을 공격하고 기절시킨다.,20,False,0,,0,0
120,1200014,홀리 차지,홀리 포스 스킬 사용 시 신성한 빛의 힘을 충전하여 자신을 강화할 수 있다.,1,False,0,,0,0
120,1201013,페이지 오더,좌우의 적들을 성스러운 망치로 당겨 나를 향해 오게 하며 데미지를 입히며 느리게 만든다. 일부 몬스터는 저항하여 당겨지지 않는다.,9,False,0,,0,0
120,1200004,웨폰 액셀레이션,공격 속도와 힘이 증가한다.\n필요 스킬 : #c웨폰 마스터리 5레벨 이상#,10,False,0,1200000,5,0
120,1200016,스탠스,영구히 적의 공격에도 뒤로 물러서지 않는 상태가 된다.,20,False,0,,0,0
